Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Antigen processing and presentation	31/78	3.63321939052902e-23	1.00276855178601e-20	16.1650638842728	835.238149615031	CD74;HSP90AA1;KLRC3;HSPA5;KLRC4;TAP2;TAPBP;KLRD1;CALR;KIR2DL3;B2M;HLA-DQA2;HLA-DQA1;PDIA3;HLA-DRB5;HLA-C;KIR3DL1;HLA-A;KIR3DL2;HLA-B;HLA-E;HLA-F;CD8B;CD8A;PSME2;HLA-DPB1;PSME1;HLA-DRB1;HLA-DPA1;KLRC2;HLA-DMA	1	KEGG_2021_Human
Natural killer cell mediated cytotoxicity	32/131	1.23477256693241e-16	1.70398614236673e-14	7.91048951048951	289.764985808306	KLRC3;KLRD1;SH3BP2;SH2D1A;HLA-C;HLA-A;PRKCB;HLA-B;HLA-E;PRF1;KLRK1;KLRC2;NCR3;NCR1;HCST;CD247;CD244;LAT;KIR2DL3;FCGR3A;FCGR3B;PPP3CC;GZMB;KIR3DL1;KIR3DL2;LCK;ZAP70;ITGB2;ITGAL;MAPK1;FYN;RAC2	2	KEGG_2021_Human
Parkinson disease	42/249	3.51461963027742e-15	3.23345005985522e-13	5.00158102766798	166.461844961906	PSMC3;BAX;CALM1;UQCR10;UQCR11;UBE2L6;UBE2L3;PSMD4;COX8A;ATP5F1E;COX6C;COX7B;ATP5PB;COX6B1;TUBB4A;PSMA6;PSMA2;COX5A;NDUFA13;COX5B;GNAI2;GNAI3;ATP5F1B;PSMB6;PSMB3;PSMB2;SDHC;UQCRQ;NDUFB10;PARK7;ATP5MC3;UBC;UBB;CYC1;HSPA5;PSMD13;SLC25A4;NDUFB7;NDUFB2;UQCRFS1;NDUFA1;VDAC3	3	KEGG_2021_Human
Graft-versus-host disease	18/42	1.05524429151583e-14	7.28118561145921e-13	18.1020151133501	582.566635228142	HLA-DRB5;GZMB;HLA-C;KIR3DL1;HLA-A;KIR3DL2;HLA-B;HLA-E;HLA-F;HLA-DPB1;KLRD1;HLA-DRB1;PRF1;KIR2DL3;HLA-DPA1;HLA-DMA;HLA-DQA2;HLA-DQA1	4	KEGG_2021_Human
Yersinia infection	30/137	2.64177340174318e-14	1.45825891776224e-12	6.84119320218945	213.88813268885	SKAP2;ARPC5L;ACTB;PYCARD;MAP2K3;ARPC5;ARPC3;ARPC4;CD8B;CD8A;ARPC2;PXN;ACTG1;ACTR3;RHOA;NFATC3;RHOG;LAT;ARPC1B;CASP1;WASF2;CDC42;LCK;ZAP70;WIPF1;WAS;RPS6KA1;MAPK1;RAC2;IKBKG	5	KEGG_2021_Human
Viral myocarditis	20/60	1.06339490681299e-13	4.89161657133974e-12	12.0883838383838	361.105890481857	ACTB;HLA-DQA2;HLA-DQA1;HLA-DRB5;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;HLA-DPB1;EIF4G3;HLA-DRB1;ITGB2;ACTG1;PRF1;ITGAL;HLA-DPA1;FYN;RAC2;HLA-DMA	6	KEGG_2021_Human
Human immunodeficiency virus 1 infection	36/212	2.72788540329457e-13	1.07556624472757e-11	5.01136363636364	144.979148290221	BAX;CALM1;GNG2;GNG5;B2M;APOBEC3G;HLA-C;HLA-A;PRKCB;HLA-B;HLA-E;HLA-F;APOBEC3C;NFATC3;BST2;CALR;CD3G;CD3E;CD3D;GNGT2;PPP3CC;GNAI2;GNAI3;ELOB;RAC2;IKBKG;TAP2;CFL1;PDIA3;MAP2K3;GNB2;PXN;TAPBP;TNFRSF1B;CD247;MAPK1	7	KEGG_2021_Human
Epstein-Barr virus infection	35/202	3.17488464825532e-13	1.09533520364809e-11	5.13054971138803	147.648677859013	RUNX3;PSMC3;BAX;PSMD4;E2F3;B2M;HLA-DRB5;GADD45B;HLA-C;HLA-A;HLA-B;HLA-E;HLA-F;HLA-DRB1;CALR;CD3G;CD3E;CD3D;HLA-DQA2;HLA-DQA1;HLA-DPB1;HLA-DPA1;IKBKG;HLA-DMA;JAK1;TAP2;CCND3;PDIA3;MAP2K3;ISG15;TAPBP;NFKBIB;CD247;PSMD13;ITGAL	8	KEGG_2021_Human
Prion disease	41/273	4.18705810156861e-13	1.28403115114771e-11	4.34498412272463	123.839033560054	PSMC3;BAX;UQCR10;UQCR11;PSMD4;COX8A;ATP5F1E;COX6C;COX7B;PPP3CC;ATP5PB;COX6B1;TUBB4A;PSMA6;PSMA2;COX5A;NDUFA13;COX5B;ATP5F1B;PSMB6;PSMB3;PSMB2;RAC2;SDHC;UQCRQ;NDUFB10;CYBA;ATP5MC3;CYC1;HSPA5;PSMD13;SLC25A4;NDUFB7;NCAM1;NDUFB2;UQCRFS1;NDUFA1;VDAC3;CCL5;MAPK1;FYN	9	KEGG_2021_Human
Phagosome	30/152	4.80802899537955e-13	1.32701600272476e-11	5.99534610708146	170.047914036977	TAP2;ATP6V0D1;ACTB;ATP6V0B;HLA-DRB5;HLA-C;HLA-A;CYBA;HLA-B;HLA-E;HLA-F;HLA-DRB1;ACTG1;CORO1A;FCGR2B;CALR;RAB5C;FCGR3A;FCGR3B;SEC61G;SEC61B;HLA-DQA2;HLA-DQA1;ATP6V0E1;TUBB4A;HLA-DPB1;ITGB2;ITGAM;HLA-DPA1;HLA-DMA	10	KEGG_2021_Human
