Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Prion disease	96/273	4.31992719539538e-33	1.30029808581401e-30	5.68182131905621	423.421083336693	PSMC6;PSMC4;PSMC2;PSMC3;HSPA1A;HSPA1B;ATF2;UQCR10;UQCR11;PSMD8;PSMD1;PSMD2;EGR1;COX8A;PRKCD;CSNK2B;ATF4;PRKACB;TUBB;TUBB2A;ATP5F1E;COX6C;COX7B;PPP3CA;STIP1;ATP5PF;ATP5PB;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;COX5A;NDUFA13;NDUFA11;TUBA1A;COX5B;ATP5F1B;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB2;RAC1;RAC2;TUBA4A;PPIF;NCF1;NDUFB10;TNF;COX6A1;KIF5B;PRNP;CYBA;SEM1;NOTCH1;NCF4;ATP5MC3;COX7A2;HSPA8;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;CYCS;PSMD11;NDUFB8;PSMD12;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC1;CASP3;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA1;DDIT3;VDAC1;SLC25A5;PIK3CD;CCL5;MAPK1	1	KEGG_2021_Human
Parkinson disease	90/249	3.83969769335193e-32	5.77874502849465e-30	5.91501230516817	427.876193157263	PSMC6;PSMC4;PSMC2;PSMC3;CALM2;CALM1;UQCR10;UQCR11;UBE2L6;PSMD8;PSMD1;PSMD2;COX8A;DAXX;ATF4;TXN;PLCG1;PRKACB;TUBB;TUBB2A;ATP5F1E;COX6C;COX7B;ATP5PF;ATP5PB;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;COX5A;NDUFA13;NDUFA11;TUBA1A;COX5B;GNAI2;GNAI3;ATP5F1B;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB2;TUBA4A;PPIF;NDUFB10;PARK7;COX6A1;KIF5B;SEM1;BCL2L1;GNAS;ATP5MC3;COX7A2;UBB;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;ADORA2A;NDUFS5;CYCS;NFE2L2;PSMD11;NDUFB8;PSMD12;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC1;CASP3;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA1;DDIT3;VDAC1;SLC25A5	2	KEGG_2021_Human
Huntington disease	92/306	6.17951648792911e-26	5.23832148031508e-24	4.4839526797967	260.275393438944	PSMC6;PSMC4;PSMC2;PSMC3;STX1A;UQCR10;UQCR11;PSMD8;NRBF2;PSMD1;AP2S1;PSMD2;COX8A;TUBB;TUBB2A;ATP5F1E;COX6C;COX7B;CLTC;CLTB;CLTA;ACTR1A;ATG101;ATP5PF;ATP5PB;AP2B1;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;HIP1;COX5A;NDUFA13;NDUFA11;TUBA1A;COX5B;ATP5F1B;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;EP300;PSMB2;TUBA4A;PPIF;NDUFB10;COX6A1;KIF5B;SEM1;ATP5MC3;COX7A2;WIPI1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;CYCS;PSMD11;NDUFB8;PSMD12;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC1;CASP3;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA1;REST;VDAC1;SLC25A5;DCTN2;DCTN5;POLR2E;POLR2J;POLR2K;POLR2L	3	KEGG_2021_Human
Pathways of neurodegeneration	120/475	6.96122455855825e-26	5.23832148031508e-24	3.55577714072043	205.974994013597	PSMC6;PSMC4;PSMC2;PSMC3;PSMD8;NRBF2;PSMD1;PSMD2;DAXX;GABARAPL1;ATF4;GABARAP;PLCG1;TUBB2A;ATG101;ATXN1;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFA13;NDUFA11;TUBA1A;PSMB5;TUBA1C;PSMB6;TUBA1B;PSMB3;PSMB2;BID;TUBA4A;CSF1;PARK7;TNF;TANK;MAP2K2;BCL2L1;FASLG;WIPI1;NDUFC2;NDUFC1;TNFRSF1A;TNFRSF1B;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC1;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA1;SLC25A5;HSD17B10;BAK1;CALM2;CALM1;STX1A;UQCR10;UQCR11;UBE2L6;COX8A;CSNK2B;TUBB;ATP5F1E;COX6C;COX7B;ACTR1A;PPP3CA;FADD;ATP5PF;ATP5PB;NDUFAB1;HIP1;COX5A;DERL1;COX5B;ATP5F1B;ATP5F1C;HRAS;RAC1;PPIF;PPID;NDUFB10;COX6A1;KIF5B;CAPN2;PRNP;SEM1;VCP;ATP5MC3;PSEN1;COX7A2;UBB;NDUFS8;NDUFS7;NDUFS6;NDUFS5;CYCS;PSMD11;PSMD12;CASP7;CASP3;DDIT3;KRAS;VDAC1;DCTN2;DCTN5;ATP2A3;ATP2A2;MAPK1	4	KEGG_2021_Human
Amyotrophic lateral sclerosis	101/364	2.56341566642342e-25	1.5431762311869e-23	4.01551526014792	227.371671867657	NUP93;PSMC6;PSMC4;PSMC2;PSMC3;PFN1;UQCR10;UQCR11;ACTB;PSMD8;NRBF2;PSMD1;PSMD2;COX8A;DAXX;GABARAPL1;ATF4;GABARAP;GLE1;SEC13;TUBB;TUBB2A;ATP5F1E;COX6C;COX7B;ACTR1A;PPP3CA;ATG101;ATP5PF;ATP5PB;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;COX5A;NDUFA13;NDUFA11;DERL1;TUBA1A;COX5B;ATP5F1B;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB2;RAC1;BID;TUBA4A;SRSF7;NDUFB10;TNF;TANK;COX6A1;KIF5B;RAE1;CHCHD10;SEM1;BCL2L1;VCP;ACTG1;ATP5MC3;COX7A2;WIPI1;NDUFC2;NDUFC1;TNFRSF1A;TNFRSF1B;NDUFS8;NDUFS7;NDUFS6;NDUFS5;CYCS;PSMD11;NDUFB8;PSMD12;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC1;CASP3;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA1;DDIT3;VDAC1;DCTN2;DCTN5	5	KEGG_2021_Human
Alzheimer disease	101/369	8.16814112799502e-25	4.09768413254417e-23	3.93949955589613	218.50192388103	PSMC6;PSMC4;PSMC2;PSMC3;CALM2;CALM1;UQCR10;UQCR11;PSMD8;NRBF2;PSMD1;PSMD2;COX8A;CSNK2B;ATF4;PSENEN;TUBB;TUBB2A;ATP5F1E;COX6C;COX7B;PPP3CA;ATG101;FADD;ATP5PF;ATP5PB;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;COX5A;NDUFA13;NDUFA11;TUBA1A;COX5B;ATP5F1B;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB2;HRAS;BID;TUBA4A;PPIF;PPID;CSF1;NDUFB10;TNF;COX6A1;KIF5B;CAPN2;MAP2K2;SEM1;ATP5MC3;PSEN1;COX7A2;WIPI1;NDUFC2;NDUFC1;TNFRSF1A;NDUFS8;NDUFS7;NDUFS6;NDUFS5;CYCS;PSMD11;NDUFB8;PSMD12;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC1;CASP7;CASP3;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA3;NDUFA1;DDIT3;KRAS;VDAC1;SLC25A5;GAPDH;ATP2A3;ATP2A2;PIK3CD;HSD17B10;MAPK1	6	KEGG_2021_Human
Salmonella infection	70/249	2.92450356297608e-18	1.25753653207972e-16	4.03521634038194	162.915431359505	DYNC1LI1;DYNC1LI2;PFN1;CYFIP2;AHNAK;RALA;ARPC5L;STX10;MYL12B;ACTB;S100A10;NCKAP1L;MYL12A;TXN;TNFSF10;RHOA;ANXA2;JUN;TUBB;TUBB2A;RHOB;EXOC2;ARF1;ARPC1B;ACTR1A;FADD;DYNC1I2;DYNLL1;TUBB4B;ARF6;DYNC1H1;FHOD1;TUBA1A;TUBA1C;TUBA1B;HRAS;RAC1;TUBA4A;ABI1;ARL8B;TNF;PYCARD;PAK1;KIF5B;MAP2K2;ARPC5;MYD88;ARPC3;ARPC2;DYNLRB1;ACTG1;ACTR3;ACTR2;TNFRSF1A;CYCS;BRK1;KLC1;CASP7;CASP3;DYNLT1;GAPDH;HSP90AB1;DCTN2;DCTN5;PIK3CD;PIK3CG;CYTH4;BAK1;MAPK1;CYTH2	7	KEGG_2021_Human
Proteasome	27/46	4.56217827618193e-17	1.71651957641345e-15	14.4378311550689	543.239948440036	ADRM1;PSMB9;PSMA6;PSMA7;PSMA4;PSMC6;PSMA5;SEM1;PSMA2;PSMC4;PSMA3;PSMC2;IFNG;PSMC3;PSME2;PSME1;PSMD11;PSMD12;POMP;PSMB8;PSMB5;PSMB6;PSMD8;PSMB3;PSMB2;PSMD1;PSMD2	8	KEGG_2021_Human
Diabetic cardiomyopathy	59/203	2.45953212914538e-16	8.22576856525287e-15	4.20945251202227	151.293575883661	UQCR10;UQCR11;COX8A;PRKCD;ATP5F1E;COX6C;COX7B;CTSD;ATP5PF;ATP5PB;PARP1;COX6B1;NDUFAB1;COX5A;NDUFA13;NDUFA11;COX5B;ATP5F1B;ATP5F1C;RAC1;RAC2;TGFB1;PPP1CA;PPIF;NCF1;NDUFB10;COX6A1;CYBA;NCF4;SLC2A1;ATP5MC3;COX7A2;MPC1;MPC2;NDUFC2;NDUFC1;TGFBR1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;NDUFA7;NDUFA6;NDUFA4;NDUFA3;NDUFA1;VDAC1;SLC25A5;GAPDH;ATP2A3;ATP2A2;PIK3CD	9	KEGG_2021_Human
Oxidative phosphorylation	45/133	1.75124403245876e-15	5.27124453770086e-14	5.22833204930663	177.650619036257	ATP6V0D1;NDUFB10;UQCR10;UQCR11;COX6A1;COX8A;ATP6V0C;ATP6V0B;COX17;ATP5MC3;COX7A2;NDUFC2;NDUFC1;ATP5F1E;COX6C;NDUFS8;NDUFS7;NDUFS6;NDUFS5;ATP5ME;COX7B;NDUFB8;NDUFB7;NDUFB6;NDUFB4;NDUFB3;NDUFB2;NDUFB1;ATP5MG;ATP5MF;ATP5PF;NDUFA7;NDUFA6;ATP5PB;NDUFA4;NDUFA3;NDUFA1;COX6B1;NDUFAB1;COX5A;NDUFA13;NDUFA11;COX5B;ATP5F1B;ATP5F1C	10	KEGG_2021_Human
