Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Amyotrophic lateral sclerosis	174/364	1.36713778272578e-38	4.25179850427716e-36	4.25752528617285	371.19453124793	BAD;NUP214;NUP210;MAPK13;PSMC6;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;BAX;PSMC1;UQCRC1;PFN1;TP53;OPTN;NUP205;UQCR10;PSMD9;ACTB;PSMD7;PSMD8;PSMD6;NUP85;PSMD3;PSMD4;NRBF2;PSMD1;PSMD2;SIGMAR1;COX8A;DAXX;COX7A2L;ATF4;GLE1;NUP62;SEC13;NDC1;TUBB;ATP5F1D;COX6C;COX7B;ACTR1A;ACTR1B;ATG101;ATP5PF;ATP5PD;ATP5PB;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;HNRNPA2B1;PSMA2;PSMA3;NDUFAB1;PSMA1;ATP5PO;COX5A;TOMM40;NDUFA12;NDUFA13;NDUFA10;NDUFA11;DERL1;TUBA1A;PSMB7;ATP5F1A;ATP5F1B;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB4;PSMB1;PSMB2;ANXA7;RAB8A;RAC1;ALYREF;SDHD;SDHB;SDHA;TUBA4A;ATXN2L;UQCRQ;SRSF3;SRSF7;TARDBP;RAB1A;NDUFB11;NDUFB10;COX6A1;KIF5B;RAE1;NDUFV2;NDUFV1;MAP2K3;NUP153;NUP155;TRAF2;EIF2S1;SEM1;DNAL4;VCP;ACTG1;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;TPR;CYC1;APAF1;GPX7;NCBP1;NDUFC2;NDUFC1;NUP133;TNFRSF1B;NUP50;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NUP58;CYCS;NDUFS2;PIK3C3;PSMD11;NDUFB9;PSMD13;NDUFB8;PSMD12;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB4;NDUFB3;ITPR3;NDUFB2;NDUFB1;KLC1;UQCRFS1;CASP3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA2;MTOR;UQCRHL;VAPB;NUP35;DDIT3;VDAC1;NUP37;NUP107;NXT1;DCTN3;DCTN2;DCTN5;DCTN1;HNRNPA3;HNRNPA1	1	KEGG_2021_Human
Parkinson disease	135/249	1.17265763605151e-37	1.82348262406009e-35	5.46994085498241	465.143946061001	TRAP1;PSMC6;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;BAX;PSMC1;UQCRC1;CALM2;CALM3;TP53;UQCR10;UBE2L6;UBE2L3;PSMD9;PSMD7;PSMD8;PSMD6;PSMD3;PSMD4;PSMD1;PSMD2;COX8A;DAXX;COX7A2L;ATF4;TXN;UBE2J1;UBE2J2;TUBB;ATP5F1D;COX6C;COX7B;ATP5PF;ATP5PD;ATP5PB;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;PSMA1;ATP5PO;COX5A;NDUFA12;NDUFA13;NDUFA10;NDUFA11;TUBA1A;GNAI2;GNAI3;PSMB7;ATP5F1A;ATP5F1B;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB4;PSMB1;PSMB2;SDHD;SDHB;SDHA;TUBA4A;UQCRQ;PPIF;NDUFB11;NDUFB10;PARK7;COX6A1;KIF5B;NDUFV2;NDUFV1;EIF2S1;SEM1;GNAS;UBA1;TXN2;ATP5MC3;HTRA2;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;APAF1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;CYCS;NDUFS2;PSMD11;NDUFB9;PSMD13;NDUFB8;PSMD12;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB4;NDUFB3;ITPR3;NDUFB2;NDUFB1;KLC1;UQCRFS1;CASP3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA2;UQCRHL;DDIT3;VDAC3;VDAC2;VDAC1;SLC25A5	2	KEGG_2021_Human
Huntington disease	151/306	1.23191238059175e-35	1.27708250121345e-33	4.50902101061133	362.443723371051	PSMC6;PSMC4;PSMC5;PSMC2;PSMC3;TBPL1;UQCRC2;BAX;PSMC1;UQCRC1;TFAM;TP53;UQCR10;PSMD9;PSMD7;PSMD8;CREB3L4;PSMD6;PSMD3;CREB3L3;PSMD4;NRBF2;PSMD1;AP2S1;PSMD2;COX8A;COX7A2L;TUBB;ATP5F1D;COX6C;COX7B;CLTB;CLTA;ACTR1A;ACTR1B;ATG101;ATP5PF;ATP5PD;ATP5PB;AP2B1;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;PSMA1;ATP5PO;COX5A;NDUFA12;NDUFA13;NDUFA10;NDUFA11;AP2A1;TUBA1A;PSMB7;ATP5F1A;ATP5F1B;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB4;PSMB1;PSMB2;SDHD;SDHB;SDHA;TUBA4A;UQCRQ;PPIF;NDUFB11;NDUFB10;COX6A1;KIF5B;NDUFV2;NDUFV1;TRAF2;SEM1;DNAL4;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;APAF1;GPX7;NDUFC2;NDUFC1;SP1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;CYCS;NDUFS2;PIK3C3;PSMD11;NDUFB9;PSMD13;NDUFB8;PSMD12;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;KLC1;UQCRFS1;CASP3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA2;MTOR;UQCRHL;VDAC3;VDAC2;VDAC1;SLC25A5;DCTN3;HDAC1;DCTN2;HDAC2;DCTN5;DCTN1;POLR2A;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;IFT57;POLR2K;POLR2L	3	KEGG_2021_Human
Spliceosome	95/150	2.35241055205798e-34	1.82899920422508e-32	7.9172740058816	613.053944122636	PPIL1;ALYREF;CWC15;WBP11;HNRNPM;PHF5A;SNRPA;HNRNPK;DDX39B;SRSF3;SRSF4;HNRNPC;SNRNP27;SNRPF;PPIH;SNRPG;SRSF6;SRSF7;SNRPE;SNRPB;SRSF9;SNRPC;SF3B5;SF3B6;SF3B3;SF3B4;SRSF1;SRSF2;HNRNPU;EFTUD2;MAGOH;SNRPD1;SF3B1;SF3B2;TXNL4A;PRPF38A;BUD31;LSM2;LSM6;LSM5;LSM4;LSM3;PRPF6;LSM8;SNW1;LSM7;PRPF4;PRPF3;SNRNP200;TCERG1;PCBP1;SNRNP70;DHX15;CCDC12;RBM17;NCBP1;CDC5L;PRPF40A;MAGOHB;PRPF19;SYF2;RBM25;RBM22;DHX8;USP39;DDX46;RBM8A;DDX42;PQBP1;SNU13;PLRG1;CTNNBL1;SF3A2;THOC2;THOC1;THOC3;CDC40;U2SURP;SNRNP40;ACIN1;RP9;SNRPA1;RBMX;EIF4A3;ISY1;DDX23;U2AF2;TRA2A;PUF60;TRA2B;SNRPB2;SRSF10;HNRNPA3;SMNDC1;HNRNPA1	4	KEGG_2021_Human
Prion disease	132/273	3.68611627886622e-30	2.29276432545479e-28	4.31335502521984	292.328921204355	BAD;MAPK13;PSMC6;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;BAX;PSMC1;UQCRC1;UQCR10;PSMD9;PSMD7;PSMD8;CREB3L4;PSMD6;PSMD3;CREB3L3;PSMD4;PSMD1;PSMD2;COX8A;COX7A2L;CSNK2B;ATF4;TUBB;ATP5F1D;COX6C;COX7B;STIP1;ATP5PF;ATP5PD;CSNK2A2;CSNK2A1;ATP5PB;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;NDUFAB1;PSMA1;ATP5PO;COX5A;NDUFA12;NDUFA13;NDUFA10;NDUFA11;TUBA1A;PSMB7;ATP5F1A;ATP5F1B;PSMB5;TUBA1C;ATP5F1C;PSMB6;TUBA1B;PSMB3;PSMB4;PSMB1;PSMB2;RAC1;RAC2;SDHD;SDHB;SDHA;TUBA4A;UQCRQ;PPIF;NDUFB11;NDUFB10;COX6A1;KIF5B;NDUFV2;NDUFV1;EIF2S1;SEM1;NCF4;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;CYC1;APAF1;CAV1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;CYCS;NDUFS2;PSMD11;NDUFB9;PSMD13;NDUFB8;PSMD12;NDUFB7;NDUFB6;PSMD14;NDUFB5;NDUFB4;NDUFB3;ITPR3;NDUFB2;NDUFB1;KLC1;UQCRFS1;CASP3;NDUFA9;NDUFA8;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA2;UQCRHL;DDIT3;VDAC3;VDAC2;VDAC1;SLC25A5;MAPK3;MAPK1	5	KEGG_2021_Human
Proteasome	41/46	2.22316218005611e-25	1.15233906332908e-23	37.137434192297	2108.13232695169	ADRM1;PSMB9;PSMA6;PSMA7;PSMA4;PSMC6;PSMA5;SEM1;PSMA2;PSMC4;PSMA3;PSMC5;PSMC2;PSMA1;PSMC3;PSME2;PSMC1;PSME3;PSMD11;PSMD13;PSMD12;POMP;PSMD14;PSMB10;PSMB7;PSMD9;PSMB8;PSMB5;PSMD7;PSMB6;PSMD8;PSMB3;PSMB4;PSMD6;PSMB1;PSMD3;PSMB2;PSMD4;PSMD1;PSMD2;PSMF1	6	KEGG_2021_Human
Thermogenesis	110/232	1.86714712054305e-24	8.29546792126982e-23	4.13327776234139	225.832503421579	ACSL4;SMARCA2;MAPK13;SMARCA4;UQCRC2;UQCRC1;SMARCB1;UQCR10;ACTB;CREB3L4;CREB3L3;COX8A;ACTL6A;COX7A2L;NDUFAF6;NDUFAF3;NDUFAF1;MLST8;SIRT6;ATP5F1D;COX6C;COX7B;ATP5MG;ATP5MF;ATP5PF;ATP5PD;ATP5PB;COX6B1;NDUFAB1;ATP5PO;COX5A;NDUFA12;NDUFA13;NDUFA10;NDUFA11;PRKAG1;ATP5F1A;ATP5F1B;ATP5F1C;SDHD;TSC1;SDHB;SDHA;UQCRQ;COX20;KDM1A;NDUFB11;NDUFB10;COX6A1;NRAS;NDUFV2;NDUFV1;MAP2K3;RHEB;GNAS;COX17;COX16;ACTG1;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;COX15;CYC1;COA5;COA4;COA3;COA1;SMARCE1;NDUFC2;NDUFC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;NDUFB8;NDUFB7;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;COA7;COA6;NDUFA9;SMARCC1;NDUFA8;SMARCC2;CPT1A;NDUFA7;NDUFA6;NDUFA4;NDUFA2;ARID1A;ARID1B;MTOR;UQCRHL;RPS6KB2;RPS6KB1;KRAS;SMARCD1;KDM3A;SMARCD2	7	KEGG_2021_Human
Pathways of neurodegeneration	178/475	1.29660609603049e-23	5.04055619831854e-22	2.77102243634502	146.032070440266	BAD;PSMC6;PSMC4;PSMC5;PSMC2;PSMC3;UQCRC2;BAX;PSMC1;UQCRC1;OPTN;PSMD9;PSMD7;PSMD8;PSMD6;PSMD3;PSMD4;NRBF2;PSMD1;PSMD2;SIGMAR1;DAXX;ATF4;CSNK1A1;ATXN3;ATG101;ATXN1;CSNK2A2;CSNK2A1;TUBB4B;COX6B1;PSMA6;PSMA7;PSMA4;PSMA5;PSMA2;PSMA3;PSMA1;NDUFA12;NDUFA13;NDUFA10;NDUFA11;TUBA1A;PSMB7;PSMB5;TUBA1C;PSMB6;TUBA1B;PSMB3;PSMB4;PSMB1;PSMB2;TUBA4A;ATXN2L;UQCRQ;TARDBP;RAB1A;PARK7;NRAS;MAP2K2;MAP2K3;TRAF2;UQCRH;APAF1;GPX7;NDUFC2;NDUFC1;TNFRSF1B;CDK5;PIK3C3;NDUFB9;NDUFB8;NDUFB7;NDUFB6;NDUFB5;NDUFB4;NDUFB3;ITPR3;NDUFB2;NDUFB1;KLC1;NDUFA9;NDUFA8;NDUFA7;NDUFA6;ADRM1;NDUFA4;NDUFA2;MTOR;VAPB;SLC25A5;HSD17B10;BAK1;TRAP1;MAPK13;CALM2;CALM3;UQCR10;UBE2L6;UBE2L3;COX8A;COX7A2L;CSNK2B;UBE2J1;UBE2J2;TUBB;ATP5F1D;COX6C;COX7B;ACTR1A;ACTR1B;FADD;ATP5PF;ATP5PD;ATP5PB;NDUFAB1;ATP5PO;COX5A;TOMM40;DERL1;ATP5F1A;ATP5F1B;ATP5F1C;RAB8A;RAC1;SDHD;SDHB;SDHA;FAS;PPIF;PPID;RAF1;NDUFB11;NDUFB10;COX6A1;KIF5B;CAPN1;NDUFV2;NDUFV1;EIF2S1;SEM1;UBA1;DNAL4;VCP;ATP5MC3;HTRA2;COX7A2;ATP5MC1;ATP5MC2;CYC1;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;CYCS;NDUFS2;PSMD11;PSMD13;PSMD12;PSMD14;UQCRFS1;CASP3;UQCRHL;DDIT3;VDAC3;VDAC2;KRAS;VDAC1;DCTN3;DCTN2;DCTN5;ATP2A3;DCTN1;MAPK3;MAPK1;IFT57	8	KEGG_2021_Human
DNA replication	34/36	2.88036531199339e-23	9.95326235588826e-22	76.8573008849557	3989.0122768118	RFC4;RFC5;RFC2;LIG1;RFC3;RFC1;RPA2;RPA3;RPA1;RNASEH1;POLA1;POLA2;POLE2;POLE3;POLE4;MCM4;MCM5;DNA2;MCM6;SSBP1;MCM7;RNASEH2A;MCM2;MCM3;PCNA;FEN1;RNASEH2C;RNASEH2B;PRIM2;PRIM1;POLE;POLD1;POLD2;POLD3	9	KEGG_2021_Human
Oxidative phosphorylation	75/133	6.59633440495318e-23	2.05145999994044e-21	5.89293465155534	300.969515781462	ATP6V1E1;PPA1;SDHD;SDHB;SDHA;PPA2;UQCRQ;UQCRC2;UQCRC1;NDUFB11;NDUFB10;UQCR10;COX6A1;NDUFV2;NDUFV1;COX8A;ATP6V0B;COX7A2L;ATP6V1D;COX17;ATP5MC3;COX7A2;ATP5MC1;ATP5MC2;UQCRH;COX15;CYC1;ATP6V1C1;ATP6V1H;ATP6V0A2;NDUFC2;NDUFC1;ATP5F1D;COX6C;NDUFS8;NDUFS7;NDUFS6;NDUFS5;NDUFS4;NDUFS3;NDUFS2;NDUFB9;COX7B;NDUFB8;NDUFB7;NDUFB6;NDUFB5;NDUFB4;NDUFB3;NDUFB2;NDUFB1;UQCRFS1;ATP5MG;ATP5MF;NDUFA9;ATP5PF;NDUFA8;NDUFA7;ATP5PD;NDUFA6;ATP5PB;NDUFA4;NDUFA2;COX6B1;UQCRHL;NDUFAB1;ATP5PO;COX5A;NDUFA12;NDUFA13;NDUFA10;NDUFA11;ATP5F1A;ATP5F1B;ATP5F1C	10	KEGG_2021_Human
