Term	Overlap	P.value	Adjusted.P.value	Odds.Ratio	Combined.Score	Genes	Rank	Database
Ribosome	82/158	1.81649374908783e-36	5.4494812472635e-34	8.76855662615601	721.618497129026	RPL22;RPS8;RPL21;RPS9;RPL24;RPS6;RPL23;RPS7;RPSA;FAU;RPL26;RPL28;RPL22L1;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPS4Y1;RPL36AL;RPL15;RPL14;RPS5;RPL17;RPS2;RPS3;RPL19;RPL18;RPL41;RPS27;RPS28;RPL27A;RPS21;RPS20;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;MRPL14;RPL7;RPL8;RPS16;RPS15;RPS18;RPS17;RPS19;RPL37;RPL36;RPL39;RPS10;RPL38;RPS12;RPS11;RPS14;RPS13;RPL13A;RPS3A;RPL37A;RPL36A;RPS15A;RPS27A;MRPS21;RPL35A;RPL23A;UBA52;RPLP0;RPLP2;RPLP1;RPL10A;RPS4X;RPL18A;RPL7A	1	KEGG_2021_Human
Coronavirus disease	87/232	1.25836670815884e-25	1.88755006223826e-23	4.86832641770401	279.1245833611	RPL22;RPL21;RPL24;RPL23;RPL26;RPL28;RPL22L1;RPL27;RPL29;RPL11;RPL10;RPL13;RPL12;RPS4Y1;RPL36AL;RPL15;RPL14;RPL17;RPL19;RPL18;RPL41;PRKCA;RPS27;RPS28;RPL27A;RPS21;RPS20;RPS23;RPS25;RPS24;RPL5;RPL6;RPL3;RPL31;RPL30;RPL4;RPL32;RPL35;RPL34;RPL9;RPL7;RPL8;RPS16;RPS15;RPS18;RPS17;RPS19;RPL37;RPL36;RPL39;RPS10;RPL38;RPS12;RPS11;RPS14;RPS13;RPS15A;RPS27A;FOS;RPLP0;RPLP2;RPLP1;RPL18A;IKBKE;RPS8;RPS9;RPS6;RPS7;RPSA;FAU;IL6ST;RPS5;RPS2;RPS3;TAB2;IL6R;RPL13A;RPS3A;RPL37A;RPL36A;RPL35A;RPL23A;UBA52;RPL10A;RPS4X;MAPK3;RPL7A	2	KEGG_2021_Human
Fanconi anemia pathway	11/54	0.0363895985053194	1	2.01699901590097	6.68327036937132	RMI2;REV1;SLX1A;FAN1;CENPS;FAAP100;TOP3B;FANCB;FANCE;BRIP1;EME2	3	KEGG_2021_Human
HIF-1 signaling pathway	17/109	0.10422131698851	1	1.45680330893062	3.29417986450743	RPS6;AKT3;PRKCA;ENO3;IGF1R;IL6R;PDK1;ALDOC;LDHB;TIMP1;EGLN2;EGLN3;NOS3;IFNGR2;HKDC1;CDKN1B;MAPK3	4	KEGG_2021_Human
Fatty acid biosynthesis	4/18	0.13714229866756	1	2.24942907891398	4.46902221595107	OXSM;ACSL6;HSD17B8;ACACB	5	KEGG_2021_Human
Oxidative phosphorylation	19/133	0.167015764082546	1	1.31351512442259	2.35075477110938	PPA1;UQCRC2;NDUFB11;ATP6V1E2;COX7A2L;UQCRB;ATP5MC2;ATP5F1D;NDUFS4;COX7C;NDUFB9;LHPP;COX4I1;ATP5MG;ATP6V1G1;ATP6V0E2;UQCRHL;ATP5PO;ATP5F1A	6	KEGG_2021_Human
Adherens junction	11/71	0.172406888635808	1	1.44412769116555	2.53862912844087	ACTN1;LMO7;BAIAP2;LEF1;SMAD3;FGFR1;TCF7;NLK;IGF1R;MAPK3;RAC3	7	KEGG_2021_Human
One carbon pool by folate	4/20	0.182199712954925	1	1.96802841918295	3.35086726734189	AMT;MTHFS;DHFR;MTHFD2L	8	KEGG_2021_Human
Sulfur relay system	2/8	0.225688344800538	1	2.6231884057971	3.90487888183089	CTU2;CTU1	9	KEGG_2021_Human
Mitophagy	10/68	0.233313724635329	1	1.35766266466055	1.97590324113547	ATG9B;TP53;TOMM7;PRKN;FUNDC1;RRAS;RPS27A;PGAM5;UBA52;BNIP3	10	KEGG_2021_Human
Thyroid cancer	6/37	0.233921204426838	1	1.52369892473118	2.21358553980549	TCF7;TP53;LEF1;CCND1;MYC;MAPK3	11	KEGG_2021_Human
Primary immunodeficiency	6/38	0.253427083238645	1	1.476	2.02607440681935	RFXANK;CD4;IL7R;AIRE;TNFRSF13C;CD79A	12	KEGG_2021_Human
Colorectal cancer	12/86	0.260492402463692	1	1.27691862985981	1.71768742441406	AXIN2;TP53;LEF1;AREG;CCND1;AKT3;MYC;SMAD3;FOS;TCF7;MAPK3;RAC3	13	KEGG_2021_Human
Fructose and mannose metabolism	5/33	0.313482849375946	1	1.40540712064479	1.63028719568786	HKDC1;ALDOC;MPI;TKFC;ENOSF1	14	KEGG_2021_Human
Endometrial cancer	8/58	0.328997637807652	1	1.25935943060498	1.40003580826736	AXIN2;TP53;LEF1;CCND1;AKT3;MYC;TCF7;MAPK3	15	KEGG_2021_Human
Acute myeloid leukemia	9/67	0.341887730790496	1	1.22135260807513	1.31084461694186	ZBTB16;LEF1;CCND1;AKT3;MYC;PER2;TCF7;MAPK3;PIM2	16	KEGG_2021_Human
Hepatocellular carcinoma	21/168	0.342399935955305	1	1.12476829658038	1.20549946535814	TP53;LEF1;LRP6;FRAT1;CCND1;AKT3;MYC;SMAD3;FZD3;PRKCA;TCF7;IGF1R;GSTM3;GSTM2;GSTM1;AXIN2;DVL1;GSTO2;WNT7A;MAPK3;BRD7	17	KEGG_2021_Human
Taurine and hypotaurine metabolism	2/11	0.357049080324206	1	1.7484965000493	1.80074511923999	GGT7;CSAD	18	KEGG_2021_Human
Nicotinate and nicotinamide metabolism	5/35	0.360112390499201	1	1.31156523026803	1.33955285242914	NMNAT3;SIRT4;NUDT12;NT5E;CD38	19	KEGG_2021_Human
Collecting duct acid secretion	4/27	0.36333898211048	1	1.36852266584292	1.38551841103602	ATP6V1G1;ATP6V0E2;ATP6V1E2;SLC12A7	20	KEGG_2021_Human
Sphingolipid signaling pathway	15/119	0.364593063504607	1	1.13531047265987	1.14549811518475	TP53;AKT3;S1PR1;S1PR4;CERS6;PRKCA;GNAQ;TRADD;NOS3;PPP2R3B;SGPP2;PPP2R2D;GNA12;MAPK3;RAC3	21	KEGG_2021_Human
